place_id,name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,index_jan,index_feb,index_mar,index_apr,index_may,index_jun,index_jul,index_aug,index_sep,index_oct,index_nov,index_dec
n10548664908,n10548664908 (via Agartala),0.34,0.81,1.93,6.8,11.59,14.46,12.78,10.37,8.76,5.57,1.08,0.63,0.0178,0.0423,0.1008,0.3553,0.6055,0.7555,0.6677,0.5418,0.4577,0.291,0.0564,0.0329
n10557043312,n10557043312 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10558774212,n10558774212 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10559072671,n10559072671 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10559317282,n10559317282 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10561388917,n10561388917 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10564333948,n10564333948 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10564426749,n10564426749 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10564426780,n10564426780 (via Karimganj),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n10570122495,n10570122495 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10570159520,n10570159520 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10570246873,n10570246873 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10570506815,n10570506815 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n10572259747,n10572259747 (via Nagaon),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10577981170,n10577981170 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10577985180,n10577985180 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10578437654,n10578437654 (via Guwahati),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10578768507,n10578768507 (via Agartala),0.34,0.81,1.93,6.8,11.59,14.46,12.78,10.37,8.76,5.57,1.08,0.63,0.0178,0.0423,0.1008,0.3553,0.6055,0.7555,0.6677,0.5418,0.4577,0.291,0.0564,0.0329
n10581509677,n10581509677 (via Byrnihat),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10581564137,n10581564137 (via Byrnihat),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10581564149,n10581564149 (via Byrnihat),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10594321234,n10594321234 (via Nagaon),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10594321235,n10594321235 (via Nagaon),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10596043928,n10596043928 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10596583265,n10596583265 (via Nagaon),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10606194690,n10606194690 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10606226017,n10606226017 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10610496691,n10610496691 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10610870946,n10610870946 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10611382649,n10611382649 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10613533046,n10613533046 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10613588570,n10613588570 (via Nagaon),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10613663276,n10613663276 (via Nagaon),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10614233733,n10614233733 (via Byrnihat),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10614310730,n10614310730 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n10617300685,n10617300685 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10618573290,n10618573290 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10628379934,n10628379934 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10635491184,n10635491184 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10635540964,n10635540964 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n10636819503,n10636819503 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10637217892,n10637217892 (via Byrnihat),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10637620377,n10637620377 (via Nalbari),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n10747768694,n10747768694 (via Imphal),0.3,0.77,1.66,4.35,5.84,7.25,7.53,6.15,5.42,3.66,0.77,0.51,0.0157,0.0402,0.0867,0.2273,0.3051,0.3788,0.3934,0.3213,0.2832,0.1912,0.0402,0.0266
n10845972370,n10845972370 (via Tawang),0.14,0.43,0.93,3.61,4.62,6.37,7.26,5.37,4.27,2.0,0.29,0.12,0.0073,0.0225,0.0486,0.1886,0.2414,0.3328,0.3793,0.2806,0.2231,0.1045,0.0152,0.0063
n10845972441,n10845972441 (via Tawang),0.14,0.43,0.93,3.61,4.62,6.37,7.26,5.37,4.27,2.0,0.29,0.12,0.0073,0.0225,0.0486,0.1886,0.2414,0.3328,0.3793,0.2806,0.2231,0.1045,0.0152,0.0063
n10846735171,n10846735171 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10855708561,n10855708561 (via Pandu),0.24,0.75,1.91,7.67,9.23,12.46,11.73,9.21,7.6,4.36,0.45,0.27,0.0125,0.0392,0.0998,0.4007,0.4822,0.651,0.6129,0.4812,0.3971,0.2278,0.0235,0.0141
n10862154825,n10862154825 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10862189351,n10862189351 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10862338650,n10862338650 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10867319160,n10867319160 (via Tawang),0.14,0.43,0.93,3.61,4.62,6.37,7.26,5.37,4.27,2.0,0.29,0.12,0.0073,0.0225,0.0486,0.1886,0.2414,0.3328,0.3793,0.2806,0.2231,0.1045,0.0152,0.0063
n10867319165,n10867319165 (via Tawang),0.14,0.43,0.93,3.61,4.62,6.37,7.26,5.37,4.27,2.0,0.29,0.12,0.0073,0.0225,0.0486,0.1886,0.2414,0.3328,0.3793,0.2806,0.2231,0.1045,0.0152,0.0063
n10870214475,n10870214475 (via Tawang),0.14,0.43,0.93,3.61,4.62,6.37,7.26,5.37,4.27,2.0,0.29,0.12,0.0073,0.0225,0.0486,0.1886,0.2414,0.3328,0.3793,0.2806,0.2231,0.1045,0.0152,0.0063
n10880761766,n10880761766 (via Tawang),0.14,0.43,0.93,3.61,4.62,6.37,7.26,5.37,4.27,2.0,0.29,0.12,0.0073,0.0225,0.0486,0.1886,0.2414,0.3328,0.3793,0.2806,0.2231,0.1045,0.0152,0.0063
n10891484467,n10891484467 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n10892870737,n10892870737 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10892870784,n10892870784 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10892943818,n10892943818 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10892943849,n10892943849 (via Itanagar),0.44,1.11,2.08,6.34,9.01,12.93,14.0,11.69,9.7,3.73,0.71,0.31,0.023,0.058,0.1087,0.3312,0.4707,0.6755,0.7315,0.6108,0.5068,0.1949,0.0371,0.0162
n10893051924,n10893051924 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10895342956,n10895342956 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10895342958,n10895342958 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10895342969,n10895342969 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10895342973,n10895342973 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10895342978,n10895342978 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10895342984,n10895342984 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n10972380780,n10972380780 (via Kohima),0.31,0.65,1.45,3.55,5.16,6.71,7.38,6.16,5.12,3.1,0.65,0.36,0.0162,0.034,0.0758,0.1855,0.2696,0.3506,0.3856,0.3218,0.2675,0.162,0.034,0.0188
n11014001237,n11014001237 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n11032046977,n11032046977 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n11156251127,n11156251127 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n11169091093,n11169091093 (via Agartala),0.34,0.81,1.93,6.8,11.59,14.46,12.78,10.37,8.76,5.57,1.08,0.63,0.0178,0.0423,0.1008,0.3553,0.6055,0.7555,0.6677,0.5418,0.4577,0.291,0.0564,0.0329
n11171299524,n11171299524 (via Tezpur),0.26,0.7,1.66,6.02,7.63,9.43,9.34,7.74,6.51,3.17,0.62,0.27,0.0136,0.0366,0.0867,0.3145,0.3986,0.4927,0.488,0.4044,0.3401,0.1656,0.0324,0.0141
n11173813320,n11173813320 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n11174400350,n11174400350 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n11182692438,n11182692438 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n11184926047,n11184926047 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1118544354,n1118544354 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118544396,n1118544396 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118544423,n1118544423 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118544427,n1118544427 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118544577,n1118544577 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118544718,n1118544718 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118544750,n1118544750 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118558118,n1118558118 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118584496,n1118584496 (via Imphal),0.3,0.77,1.66,4.35,5.84,7.25,7.53,6.15,5.42,3.66,0.77,0.51,0.0157,0.0402,0.0867,0.2273,0.3051,0.3788,0.3934,0.3213,0.2832,0.1912,0.0402,0.0266
n1118584542,n1118584542 (via Imphal),0.3,0.77,1.66,4.35,5.84,7.25,7.53,6.15,5.42,3.66,0.77,0.51,0.0157,0.0402,0.0867,0.2273,0.3051,0.3788,0.3934,0.3213,0.2832,0.1912,0.0402,0.0266
n1118584562,n1118584562 (via Imphal),0.3,0.77,1.66,4.35,5.84,7.25,7.53,6.15,5.42,3.66,0.77,0.51,0.0157,0.0402,0.0867,0.2273,0.3051,0.3788,0.3934,0.3213,0.2832,0.1912,0.0402,0.0266
n1118584799,n1118584799 (via Imphal),0.3,0.77,1.66,4.35,5.84,7.25,7.53,6.15,5.42,3.66,0.77,0.51,0.0157,0.0402,0.0867,0.2273,0.3051,0.3788,0.3934,0.3213,0.2832,0.1912,0.0402,0.0266
n1118584901,n1118584901 (via Imphal),0.3,0.77,1.66,4.35,5.84,7.25,7.53,6.15,5.42,3.66,0.77,0.51,0.0157,0.0402,0.0867,0.2273,0.3051,0.3788,0.3934,0.3213,0.2832,0.1912,0.0402,0.0266
n1118585624,n1118585624 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n1118729593,n1118729593 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118729701,n1118729701 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118730037,n1118730037 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118730148,n1118730148 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118730474,n1118730474 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118730586,n1118730586 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118730654,n1118730654 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118730702,n1118730702 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118731621,n1118731621 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118732509,n1118732509 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n1118732540,n1118732540 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n11187346928,n11187346928 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n11209695200,n11209695200 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n11209695203,n11209695203 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n11209921873,n11209921873 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n11219439286,n11219439286 (via Churachandpur),0.29,0.71,1.57,4.05,5.41,6.87,7.04,5.65,5.01,3.62,0.72,0.5,0.0152,0.0371,0.082,0.2116,0.2827,0.3589,0.3678,0.2952,0.2618,0.1891,0.0376,0.0261
n11219439302,n11219439302 (via Churachandpur),0.29,0.71,1.57,4.05,5.41,6.87,7.04,5.65,5.01,3.62,0.72,0.5,0.0152,0.0371,0.082,0.2116,0.2827,0.3589,0.3678,0.2952,0.2618,0.1891,0.0376,0.0261
n11240835978,n11240835978 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
