node_id,elevation_m
n6195178217,21.0
n6195603198,41.0
n6195694476,55.0
n6195695014,46.0
n6195695920,39.0
n6195752548,41.0
n6197810263,42.0
n6197811107,48.0
n6198678204,781.0
n6199271231,66.0
n6204134771,942.0
n6205687246,1249.0
n6205687612,1024.0
n6208067802,558.0
n6208108038,684.0
n6208108498,753.0
n6208156391,934.0
n6208776713,340.0
n6208827852,914.0
n6211475757,258.0
n6211786360,81.0
n6211786902,558.0
n6211787714,637.0
n6213054276,962.0
n6213158230,157.0
n6223526153,801.0
n6223527138,895.0
n6223527664,808.0
n6223527899,811.0
n6223527931,808.0
n6223528196,799.0
n6228259772,782.0
n6229199391,782.0
n6229200943,851.0
n6231259831,29.0
n6231259833,24.0
n6231259837,25.0
n6231259869,23.0
n6231259873,32.0
n6234442212,773.0
n6237090886,579.0
n6237091288,212.0
n6237092078,692.0
n6237093988,712.0
n6237756760,794.0
n6237756762,791.0
n6237756763,789.0
n6240163841,101.0
n6240165555,103.0
n6240253864,122.0
n6241313902,25.0
n6241313911,24.0
n6241719589,12.0
n6241719875,18.0
n6241720546,20.0
n6241720705,21.0
n6241720722,17.0
n6241720725,22.0
n6241720736,17.0
n6241720740,18.0
n6241721427,22.0
n6241721431,25.0
n6241721439,22.0
n6241721442,21.0
n6246892055,32.0
n6247256785,895.0
n6247256856,1127.0
n6247256860,1148.0
n6247259744,26.0
n6247259750,27.0
n6247259759,27.0
n6247259771,25.0
n6247259902,21.0
n6251241590,373.0
n6251241624,315.0
n6251457193,259.0
n6251457203,266.0
n6251457365,288.0
n6251457713,277.0
n6251457871,568.0
n6251548682,310.0
n6251548725,284.0
n6251824457,1106.0
n6251827971,1142.0
n6251828237,1161.0
n6251832338,602.0
n6251832413,638.0
n6253840325,1328.0
n6253840352,1281.0
n6253840709,1274.0
n6253840894,1284.0
n6253842328,1354.0
n6255618580,1782.0
n6255618621,1774.0
n6258351883,24.0
n6258651483,27.0
n6258654598,36.0
n6258654613,31.0
n6258654614,21.0
n6258654642,25.0
n6258772330,550.0
n6259489615,23.0
n6259491193,27.0
n6259491241,28.0
n6259491253,20.0
n6259491284,22.0
n6259491400,24.0
n6259491420,29.0
n6261453903,32.0
n6261453949,31.0
n6261454048,32.0
n6261454428,34.0
n6261454611,28.0
n6261454714,35.0
n6261454725,46.0
n6261454758,45.0
n6261456134,31.0
n6261456180,31.0
n6262212035,26.0
n6262442470,27.0
n6262443115,22.0
n6262443163,29.0
n6264794434,75.0
n6264794447,75.0
n6264794484,77.0
n6264797095,77.0
n6264797114,79.0
n6265478884,77.0
n6265479391,80.0
n6265479399,78.0
n6265479424,75.0
n6265479430,80.0
n6265479464,82.0
n6265480518,86.0
n6265606877,79.0
n6265606889,98.0
n6265607090,117.0
n6265607497,103.0
n6265607533,121.0
n6265607562,255.0
n6266422671,142.0
n6266423865,181.0
n6266423935,173.0
n6268439091,187.0
n6268439292,295.0
n6268439343,228.0
n6268439432,251.0
n6268439450,268.0
n6268439479,304.0
n6268439594,286.0
n6268439609,302.0
n6268439745,320.0
n6268439828,387.0
n6268440829,672.0
n6268441762,416.0
n6268442132,379.0
n6268442343,377.0
n6268442454,452.0
n6268442466,456.0
n6268442496,480.0
n6268443277,619.0
n6270119788,108.0
n6284459610,133.0
n6284459637,133.0
n6284459821,121.0
n6286331577,1271.0
n6334186956,15.0
n6334186975,36.0
n6336366879,18.0
n6338287389,31.0
n6338287410,31.0
n6338287411,37.0
n6338287418,28.0
n6338287421,44.0
n6338287648,233.0
n6338287867,35.0
n6338287878,39.0
n6338319273,18.0
n6338319560,19.0
n6338319732,17.0
n6338320177,29.0
n6341037283,823.0
n6352911443,1123.0
n6359239941,902.0
n6365307898,101.0
n6376196468,46.0
n6430946458,53.0
n6431000943,75.0
n6431000970,63.0
n6514649794,131.0
n653096746,57.0
n653096764,57.0
n653096771,54.0
n653096774,52.0
n653096816,59.0
n653096822,60.0
n653096879,63.0
n653096938,56.0
n653096955,54.0
n653096968,56.0
n653096999,64.0
n653097008,68.0
n653097024,58.0
n653097048,57.0
n653097058,56.0
n653097079,54.0
n653097300,63.0
n653097329,79.0
n653097342,49.0
n653097352,54.0
n653097355,46.0
n653097365,49.0
n653097383,56.0
n653097391,64.0
n653097400,61.0
n653107305,54.0
n653107307,58.0
n653107330,53.0
n653107335,55.0
n653107358,61.0
n653109436,56.0
n653109503,54.0
n653996522,54.0
n653996627,54.0
n653996640,56.0
n653997343,60.0
n653997349,59.0
n653997350,60.0
n653997362,69.0
n653997443,64.0
n653997449,53.0
n653997467,59.0
n6591581026,1475.0
n6619010979,101.0
n6627260177,52.0
n6627298091,50.0
n6627298094,50.0
n6627298098,54.0
n6627298099,51.0
n6627298103,53.0
n6627298104,50.0
n6627298106,54.0
n6627298112,50.0
n6627298113,52.0
n6627298115,53.0
n664137361,805.0
n664138037,779.0
n664138101,765.0
n664138171,772.0
n664140218,540.0
n6705466905,110.0
n6705507864,112.0
n6707510009,57.0
n6707665147,107.0
n6708332985,122.0
n6708418097,106.0
n6708418118,109.0
n6708422959,108.0
n6708423121,109.0
n6709371815,120.0
n6709612061,105.0
n6709634381,107.0
n6709853383,106.0
n6709975095,110.0
n6709975105,108.0
n6710116229,113.0
n6710132440,108.0
n6710132444,110.0
n6710132448,108.0
n6712175062,101.0
n6715092280,103.0
n6715107844,102.0
n6718610776,101.0
n6718610778,105.0
n6718610781,100.0
n6721538844,98.0
n6721538845,98.0
n6723554454,23.0
n6723554614,22.0
n6726354274,109.0
n6728189225,102.0
n6728629916,107.0
n6735182096,101.0
n673551333,55.0
n673551341,53.0
n673551351,60.0
n673551369,49.0
n673551464,54.0
n673551499,48.0
n673551549,60.0
n673551771,52.0
n673551785,57.0
n673551805,59.0
n673552359,57.0
n673552396,55.0
n673552447,50.0
n673552453,60.0
n673552588,61.0
n6736634107,151.0
n6736634121,143.0
n6736634124,147.0
n6737201205,136.0
n6737201419,134.0
n6737805892,119.0
n6737806266,119.0
n6737836897,119.0
n6738011701,102.0
n6738475717,122.0
n6742707500,123.0
n6742707513,120.0
n6742707528,121.0
n6742707532,119.0
n6742707533,123.0
n6742707554,124.0
n6746431635,105.0
n6746431636,101.0
n6746431638,106.0
n6749238701,99.0
n6749239189,101.0
n6750024081,124.0
n6750072391,124.0
n6750527900,123.0
n6750527918,122.0
n6759087412,106.0
n6760377610,105.0
n6768597590,48.0
n6768947857,107.0
n6768947861,105.0
n6768947863,101.0
n6773981405,101.0
n6774123491,102.0
n6780474636,121.0
n6782612242,98.0
n6787321084,1729.0
n6787335619,1906.0
n6800141481,968.0
n6800267244,116.0
n6822155537,116.0
n6867526200,1318.0
n6867526202,1308.0
n6867526222,1305.0
n6867526223,1305.0
n692800692,158.0
n692800696,167.0
n692800829,1495.0
n692801337,906.0
n692801451,1167.0
n692803740,1644.0
n692803974,1702.0
n692804079,1809.0
n692804124,1873.0
n692804645,2180.0
n692865815,114.0
n6964247569,106.0
n697258431,1986.0
n697258466,1881.0
n697258497,656.0
n697273377,119.0
n697273393,122.0
n697273409,132.0
n697273422,138.0
n697273439,167.0
n697273455,183.0
n697273473,193.0
n697273490,217.0
n697273496,221.0
n697273497,219.0
n697273563,208.0
n6975454272,52.0
n7020083189,104.0
n7020083331,62.0
n7021077587,9.0
n7021077811,20.0
n7023629745,180.0
n703557544,1014.0
n703559484,843.0
n703560792,1035.0
n703561197,1090.0
n7045996651,703.0
n7047092683,340.0
n7129320261,53.0
n7149855098,51.0
n715137671,117.0
n7157252896,47.0
n7157454053,58.0
n7157454054,39.0
n7157553193,52.0
n7158912817,63.0
n7160576571,257.0
n7160576579,273.0
n7160577316,1507.0
n7160990048,51.0
n7160990194,35.0
n7206704689,395.0
n7206704704,442.0
n7206705199,421.0
n7206705209,455.0
n7216824088,70.0
n7216824344,73.0
n7400452912,82.0
n746931679,176.0
n746931696,170.0
n746931794,178.0
n746931800,162.0
n746951021,131.0
n7596494192,802.0
n7654258307,76.0
n7677540658,45.0
n7692786254,66.0
n7707589417,740.0
n774477557,2073.0
n774477560,1766.0
n774477581,1257.0
n7781216150,112.0
n7781216151,112.0
n7781820611,104.0
n7781820612,100.0
n7781843317,76.0
n7848250588,83.0
n7868916812,51.0
n7868916815,71.0
n7869251189,98.0
n7869251213,97.0
n7869311140,320.0
n7869322449,116.0
n7869322450,118.0
n7869322595,125.0
n7869361463,161.0
n7869361842,151.0
n7869367345,175.0
n7869377918,151.0
n7869398431,225.0
n7869398456,369.0
n7869398461,348.0
n7869403304,235.0
n7869403311,269.0
n7869403375,268.0
n7869411146,295.0
n7869411154,326.0
n7869411208,331.0
n7869411239,325.0
n7869411257,334.0
n7869411538,254.0
n7869411668,317.0
n7869434217,459.0
n7869434234,481.0
n7869434264,532.0
n7878341682,169.0
n7903778167,37.0
n7905971575,156.0
n7905971609,199.0
n7905971623,139.0
n7905971626,137.0
n7905971627,142.0
n7905971634,149.0
n7905971636,135.0
n7905971661,161.0
n7905971662,162.0
n7908344688,115.0
n7939996539,658.0
n7947044322,126.0
n7947044348,122.0
n7947044365,119.0
n7947044583,110.0
n7947044712,118.0
n7954380575,78.0
n8006179437,100.0
n8007236790,91.0
n8021477701,93.0
n8021477816,95.0
n8021477848,92.0
n8021477958,93.0
n8021477959,90.0
n8021477976,98.0
n8021477994,97.0
n8021478004,97.0
n8021478050,94.0
n8047444780,98.0
n8047444791,98.0
n8058453695,118.0
n8058479669,114.0
n8058479671,114.0
n8058479673,113.0
n8058485818,114.0
n8058485832,117.0
n8058494590,118.0
n8058494625,115.0
n8058494649,114.0
n8065678941,371.0
n8180669245,367.0
n8211834970,772.0
n8224210858,607.0
n8224210888,662.0
n829889197,90.0
n829889203,89.0
n829980096,34.0
n831395789,106.0
n831395795,103.0
n831395831,102.0
n831395834,105.0
n831395848,295.0
n831395861,108.0
n8318501260,1294.0
n8318501431,1209.0
n8318501539,946.0
n8318501649,1276.0
n8318501651,1418.0
n8318501682,1424.0
n8318501683,1417.0
n8318501764,1295.0
n8318501901,1394.0
n8318501908,1412.0
n8318502060,1503.0
n8318502124,1483.0
n8318502139,1644.0
n8318502178,1646.0
n8318502220,1579.0
n8318502455,1408.0
n8318502581,1553.0
n8318502697,1389.0
n8318502775,1442.0
n8318502801,1423.0
n8318502825,1501.0
n8318560682,1572.0
n8318560687,1537.0
n8318562872,1575.0
n8318563333,1873.0
n8318563341,1939.0
n8318563540,1955.0
n8318564632,1994.0
n832590787,73.0
n8344614438,859.0
n8344614472,434.0
n8345262449,391.0
n8345262475,416.0
n8345262852,340.0
n8345276409,470.0
n8345276442,498.0
n835158848,144.0
n835158853,97.0
n835158871,87.0
n835158895,85.0
n835158927,90.0
n835158982,92.0
n835158995,144.0
n835159011,161.0
n835159024,88.0
n835159031,83.0
n835159042,88.0
n835159073,85.0
n835159099,462.0
n835159102,85.0
n835159127,89.0
n835159373,322.0
n835159442,164.0
n835159502,85.0
n835159533,89.0
n835159567,308.0
n835159569,84.0
n835159733,91.0
n835159753,374.0
n835159816,83.0
n835159834,193.0
n835159892,412.0
n835159997,145.0
n835160279,87.0
n835160408,164.0
n835160429,148.0
n835160444,397.0
n835160466,87.0
n835188809,1319.0
n835188839,1365.0
n835188872,1283.0
n835188905,1154.0
n835188922,1138.0
n835188929,1065.0
n835188949,878.0
n835188967,1279.0
n835188995,1251.0
n835189027,1022.0
n835189050,1114.0
n835189122,1420.0
n835189739,1122.0
n835189741,1025.0
n835189752,1488.0
n835190522,1194.0
n835196251,109.0
n835196268,100.0
n835196291,108.0
n835196299,109.0
n835196300,100.0
n835196345,117.0
n835235785,261.0
n835236272,122.0
n835236359,309.0
n835236429,137.0
n835236474,135.0
n835236532,143.0
n835236757,231.0
n835236798,253.0
n835236800,258.0
n835237044,134.0
n835237088,398.0
n835237136,125.0
n835237573,260.0
n835238882,879.0
n835239014,195.0
n835239080,123.0
n835239098,127.0
n835239702,122.0
n835239767,127.0
n835239831,132.0
n835240693,121.0
n835241083,130.0
n835242226,123.0
n835242397,114.0
n835331777,146.0
n835331778,128.0
n835331861,276.0
n835331862,137.0
n835331873,200.0
n835331973,180.0
n835332094,128.0
n835332110,413.0
n835332163,181.0
n835332183,401.0
n835332216,268.0
n835332260,186.0
n835332288,204.0
n835332668,93.0
n835332771,90.0
n835333164,144.0
n835353480,1570.0
n835357900,85.0
n835357903,93.0
n835357904,88.0
n835357905,86.0
n835357911,89.0
n835357914,91.0
n835357921,95.0
n835357928,90.0
n835357929,92.0
n835357930,94.0
n835357953,90.0
n835357958,90.0
n835357963,85.0
n835357965,89.0
n835357986,86.0
n835357999,85.0
n8407841320,775.0
n8419776872,30.0
n8426656750,386.0
n8426669367,433.0
n8426669383,428.0
n8426671146,471.0
n8426671183,499.0
n8427511599,1202.0
n8430726636,15.0
n8432198299,22.0
n8450405084,64.0
n8450405088,66.0
n8450405099,68.0
n8458502847,154.0
n8465365763,196.0
n8565508746,43.0
n856798332,973.0
n856798386,1081.0
n856798627,551.0
n856798757,567.0
n8677138884,1347.0
n8677138889,1329.0
n8677138905,1311.0
n8677138909,1302.0
n8677138910,1312.0
n8677149264,1370.0
n8677149274,1289.0
n8677149298,1299.0
n8711264347,354.0
n8754578311,1285.0
n8797643316,83.0
n8808448101,103.0
n8866653636,107.0
n8866763163,106.0
n8890517300,171.0
n8890657875,229.0
n8890830341,98.0
n8890830459,98.0
n8891072814,97.0
n8891192083,101.0
n8907338817,1652.0
n8912759121,119.0
n8912759140,125.0
n8912759153,123.0
n8928116930,88.0
n8928118126,99.0
n8928118224,101.0
n8939984141,262.0
n8939994998,122.0
n8940020708,91.0
n8940020712,94.0
n8940020713,94.0
n8940020721,94.0
n8940020722,94.0
n8940040729,54.0
n8940040735,60.0
n8958969471,53.0
n8958975124,64.0
n8959584200,58.0
n8962856434,56.0
n8971999687,54.0
n8972252273,57.0
n8973496264,54.0
n8986234962,102.0
n8986234964,103.0
n9001450604,104.0
n9007936863,110.0
n9009799189,203.0
n9009799192,203.0
n9009805591,196.0
n9009805595,197.0
n9026877289,138.0
n9027007127,176.0
n9032249068,26.0
n904866536,1319.0
n904866651,1138.0
n904876725,64.0
n904876879,74.0
n904876906,57.0
n904876997,73.0
n904877091,179.0
n904877128,51.0
n904877247,70.0
n904877610,53.0
n904878222,189.0
n904878767,56.0
n904880601,146.0
n904880997,64.0
n904881351,166.0
n904881445,148.0
n904881602,56.0
n904881649,49.0
n904882190,52.0
n9049119916,535.0
n9049141712,235.0
n904954773,220.0
n9051873265,92.0
n9051873328,94.0
n9088531398,30.0
n9088571524,37.0
n9088571536,36.0
n9088571540,36.0
n9088571583,35.0
n9088571588,37.0
n9088571706,32.0
n9088571774,36.0
n9088571805,32.0
n9090095187,11.0
n9122971053,34.0
n9122971069,37.0
n9122971085,42.0
n9127382063,59.0
n9143740280,24.0
n9195888914,878.0
n9195889006,823.0
n9200209043,215.0
n9200209063,166.0
n9200209065,167.0
n9200209066,159.0
n9212884877,131.0
n9225777702,374.0
n9225808254,404.0
n9235294584,69.0
n9277435606,603.0
n9280365404,221.0
n9293909126,15.0
n9317325899,110.0
n9317325914,108.0
n9317365228,107.0
n9317365230,107.0
n9317365232,110.0
n9317365310,107.0
n9317365319,106.0
n9317365334,106.0
n9317365336,106.0
n9317365377,109.0
n9317365385,109.0
n9317365395,107.0
n9317365440,106.0
n9317365493,105.0
n9317365518,108.0
n9317365529,112.0
n9317365580,112.0
n9317365737,109.0
n9317365750,107.0
n9317365831,107.0
n9317365849,107.0
n9317365892,108.0
n9320265610,832.0
n9360311189,35.0
n9372001278,35.0
n9372182157,35.0
n9372182165,37.0
n9372751535,35.0
n9375472488,36.0
n9393177813,63.0
n9394272349,38.0
n9396858783,1117.0
n9396859374,1141.0
n9396862470,748.0
n9396873796,1051.0
n9396878651,1110.0
n9404074280,714.0
n9404087007,711.0
n9435697389,152.0
n9436788495,65.0
n9436788496,66.0
n9436791502,64.0
n9436791505,58.0
n9436791512,59.0
n9436795777,63.0
n9436838641,60.0
n9436838649,60.0
n9436886001,62.0
n9441806906,89.0
n9514996937,102.0
n9531980731,163.0
n9531980737,173.0
n9532110567,161.0
n9532110569,160.0
n9532110582,162.0
n9544736050,84.0
n9551046620,82.0
n9566681076,146.0
n9566681104,145.0
n9566681110,143.0
n9566699517,142.0
n9566699526,145.0
n9566699539,144.0
n9566699565,147.0
n958034647,121.0
n958034784,134.0
n958034853,128.0
n958034891,130.0
n958034928,126.0
n958034962,136.0
n958034970,139.0
n958035017,397.0
n958035121,136.0
n958035154,187.0
n958035333,133.0
n958035675,147.0
n958035704,196.0
n958035959,357.0
n958036046,353.0
n958036050,352.0
n958036159,126.0
n958036241,124.0
n958143621,107.0
n958143666,121.0
n958143733,119.0
n958143746,108.0
n958143785,109.0
n958144178,119.0
n9602451390,790.0
n9602558638,786.0
n9603015276,785.0
n9604765406,775.0
n9612333644,14.0
n9612624340,19.0
n9626329045,103.0
n9627980425,76.0
n9628772871,81.0
n9642475373,101.0
n9642482971,88.0
n9642563380,102.0
n9642747511,84.0
n9642844437,103.0
n9643240714,80.0
n9643308846,86.0
n9644619494,83.0
n9644790306,78.0
n9644941968,78.0
n9644984235,83.0
n9645388039,78.0
n9647538210,100.0
n9647538212,101.0
n9648300760,94.0
n9648380850,108.0
n9648392192,100.0
n9648453439,100.0
n9651727318,114.0
n9667487837,914.0
n9667977875,172.0
n9669878460,141.0
n9673522012,779.0
n9673980884,782.0
n9674080676,782.0
n9676352343,20.0
n9676355975,18.0
n9676443258,15.0
n9676443261,15.0
n9676510459,15.0
n9676681276,21.0
n9676785237,35.0
n9678994299,19.0
n9679706394,22.0
n9682587993,28.0
n9684536581,6.0
n9685298748,10.0
n9691272768,18.0
n9691473612,21.0
n9694223150,111.0
n9697194369,116.0
n9697450907,105.0
n9699656425,102.0
n9702012914,102.0
n9708535891,122.0
n9708535893,122.0
n9708704034,103.0
n9709059744,13.0
n9712876629,15.0
n9712880134,16.0
n9712880189,14.0
n9712901123,16.0
n9712901162,14.0
n9713063992,19.0
n9713242622,20.0
n9713749504,23.0
n9713790883,18.0
n9717007692,23.0
n9717742375,81.0
n9717749972,28.0
n9719739535,21.0
n9719997408,21.0
n9719997419,21.0
n9720293884,29.0
n9721852060,26.0
n9721968665,27.0
n9721974647,24.0
n9722064371,28.0
n9722339713,19.0
n9726067714,24.0
n9726664499,31.0
n974476728,1314.0
n974476824,1240.0
n974648649,2056.0
n974649366,1983.0
n974680569,376.0
n974680615,393.0
n974741264,915.0
n974750727,1102.0
n974756814,649.0
n974758476,580.0
n974758518,581.0
n974762520,885.0
n974762583,874.0
n974762604,842.0
n974773719,517.0
n974862524,1432.0
n975632561,126.0
n975632584,122.0
n975649155,121.0
n9761005422,32.0
n9761018128,23.0
n976342814,121.0
n977278706,118.0
n977423743,118.0
n978142414,120.0
n978142419,120.0
n9828322686,72.0
n983114377,713.0
n983114398,676.0
n983118529,998.0
n983120116,922.0
n983258876,54.0
n9834404366,38.0
n9834406627,38.0
n9848949448,150.0
n9848961852,140.0
n9848961856,139.0
n9848961857,144.0
n9848961859,135.0
n985073112,1866.0
n985073226,1622.0
n985073281,1228.0
n985076183,1475.0
n985087827,822.0
n9857950026,1228.0
n986498387,121.0
n986498396,120.0
n9884220986,38.0
n9901730160,91.0
n9901730172,91.0
n9909087694,775.0
n9911452685,92.0
n9926237071,101.0
n9931251887,17.0
n9933292694,152.0
n9945415080,13.0
n9969290618,105.0
n9969362260,104.0
n9969368125,98.0
n9969738079,99.0
n9971533199,105.0
n9971533200,96.0
n9972039772,100.0
n9974327941,102.0
n9976325400,145.0
n9978986789,4024.0
n9987213276,93.0
n9989489383,113.0
n9989489384,109.0
s245753371,1159.0
s245755204,1096.0
s245756182,285.0
s245758625,436.0
s245761427,695.0
s245761773,155.0
s245764243,364.0
s342097760,2852.0
s342097944,3066.0
s342097955,2712.0
s342097975,2140.0
s342098016,2182.0
s342098096,1721.0
s342098150,1609.0
s342098160,1655.0
s342098262,2689.0
s342098270,3297.0
s342098872,369.0
s342098886,544.0
s342098942,999.0
s342099065,469.0
s342099080,327.0
s342099167,288.0
s342100211,364.0
s342100394,1933.0
s342101230,289.0
s832676201,471.0
s835236050,151.0
s1185177134,424.0
s1185177423,764.0
s1185179983,1227.0
s1185182418,508.0
s1296581671,227.0
s1404297652,350.0
s1437215870,337.0
s1698582154,148.0
s1740001999,168.0
s1740009465,205.0
s2463596060,433.0
s2463602631,505.0
s2529834311,3279.0
s2529834604,3558.0
s2531348902,2633.0
s3017246155,1903.0
s3018801081,3183.0
s3477032980,1955.0
s3703264834,497.0
s4040470091,944.0
s4041269232,1419.0
s4041862409,342.0
s4192814115,173.0
s4192815435,169.0
s4193225242,179.0
s4193225243,180.0
s4193225244,180.0
s4193225407,190.0
s4193225429,196.0
s4193225804,198.0
s4194547377,207.0
s4194548238,188.0
s4194548239,192.0
s4194568182,167.0
s4485112204,267.0
s4486210017,1958.0
s4621726549,706.0
s4621727647,1651.0
s4621727722,603.0
s4621727741,381.0
s4621735951,482.0
s4621736018,547.0
s4622774785,813.0
s4622775248,629.0
s4622776537,704.0
s4622794900,1935.0
s4634003626,677.0
s4643418242,957.0
s4643418389,1023.0
s4643418603,1047.0
s4643418662,896.0
s4643429878,1927.0
s4643992463,1313.0
s4643995504,1413.0
s4644007876,1414.0
s4646200610,1337.0
s4646200672,1435.0
s4646200893,1735.0
s4646234749,1052.0
s4646235605,1271.0
s4646235664,1326.0
s4646235673,1117.0
s4646244974,1385.0
s4646318907,1350.0
s4646321042,1112.0
s4646450437,709.0
s4646478502,1370.0
s4646478512,1473.0
s4650951737,1129.0
s4650975506,770.0
s4650997500,907.0
s4651014017,974.0
s4652231150,696.0
s4652264391,613.0
s4652412468,803.0
s4652412492,735.0
s4658376613,1066.0
s4658410619,1700.0
s4658534707,1659.0
s4658564869,1184.0
s4658586779,1380.0
s4658586783,1302.0
s4658587428,1232.0
s4658587514,1044.0
s4694758311,1217.0
s4694758323,1186.0
s4694758435,1345.0
s4694758437,652.0
s4694758447,1326.0
s4694758460,1235.0
s4694758616,1070.0
s4694759412,1049.0
s4694759431,1173.0
s4694759455,1027.0
s4694759707,989.0
s4694759783,1204.0
s4694759889,1036.0
s4694767073,650.0
s4694774512,767.0
s4694774563,575.0
s4694774662,689.0
s4967349522,1447.0
s4967349523,1452.0
s5021583941,2117.0
s5021583942,2062.0
s5021583944,807.0
s5021583947,1740.0
s5170680159,1136.0
s5187607448,1604.0
s5187607453,1460.0
s5187607828,1496.0
s5187607829,1506.0
s5228170550,161.0
s5314369747,1583.0
s5329822669,1995.0
s5338961886,170.0
s5409179577,3907.0
s5409193593,2607.0
s5409193745,2479.0
s5409200233,2068.0
s5409330579,1727.0
s5411236851,669.0
s5411239609,1219.0
s5411239940,1002.0
s5411240009,797.0
s5411250783,924.0
s5411251101,803.0
s5411251164,942.0
s5411251241,844.0
s5411308780,1566.0
s5411308786,1596.0
s5432467619,1855.0
s5432491138,3171.0
s5432491191,2664.0
s5432491195,1657.0
s5638386699,2414.0
s5638388693,1721.0
s5797143746,1372.0
s5880408167,2434.0
s5935645932,1030.0
s5935670125,1240.0
s5935670290,1063.0
s6151697254,1415.0
s6151697255,1293.0
s6151697432,1275.0
s6151697433,1410.0
s6151697434,1377.0
s6151697435,1353.0
s6270119936,107.0
s6270120052,189.0
s6426787788,850.0
s6800141402,1052.0
s6815349786,726.0
s6815349787,932.0
s6815349886,1216.0
s6815355785,911.0
s6815418387,982.0
s6815432585,277.0
s6815657487,804.0
s6815667885,684.0
s6815667985,304.0
s6815696385,135.0
s6815871086,331.0
s6815893085,979.0
s6815893185,1088.0
s6815895088,1516.0
s6815926385,938.0
s6815949187,1251.0
s6816012387,1016.0
s6816114885,462.0
s6876122351,965.0
s6876122387,1238.0
s6876122404,850.0
s6876126287,1353.0
s6876126305,1378.0
s6876126313,1245.0
s6876126325,1506.0
s6876126357,1075.0
s6877908204,1166.0
s6877908205,578.0
s6877908235,790.0
s6877930993,1665.0
s6877931037,1326.0
s6877941535,1722.0
s6877941550,1568.0
s6877970774,992.0
s6877970775,1058.0
s6878021258,649.0
s6878021259,509.0
s6878021283,592.0
s6878024834,730.0
s6878562867,1195.0
s6878562939,1204.0
s6880492587,1275.0
s6880806525,589.0
s6880806576,182.0
s6880806577,192.0
s6880868446,1676.0
s6885126045,847.0
s6885127207,706.0
s6887922522,530.0
s6888318326,367.0
s6888318380,237.0
s6888318381,194.0
s6888332990,173.0
s6888332991,169.0
s6888333005,765.0
s6888374064,504.0
s6891787072,578.0
s6891787073,549.0
s6891858886,558.0
s6891858893,693.0
s6891858896,796.0
s7089595148,2004.0
s7089595150,2253.0
s7162409559,328.0
s7162409561,233.0
s7162409563,312.0
s7162444300,151.0
s7162444301,206.0
s7162457087,781.0
s7162499806,824.0
s7164389280,812.0
s7164389283,299.0
s7164389284,699.0
s7164488648,1312.0
s7164489287,263.0
s7164489288,393.0
s7164489289,127.0
s7164489291,126.0
s7164489292,1065.0
s7164489293,593.0
s7164508036,504.0
s7164508037,1015.0
s7164508038,1010.0
s7164628776,2184.0
s7164628778,1129.0
s7164628779,1315.0
s7164628780,578.0
s7164628781,732.0
s7164628782,164.0
s7164649886,129.0
s7227071016,1098.0
s7227071045,1048.0
s7406558618,1670.0
s7406558622,1474.0
s7406558624,1313.0
s7406558625,1581.0
s7623754181,507.0
s7623754454,1173.0
s7623754725,1021.0
s7623754797,350.0
s7623754815,545.0
s7623945423,637.0
s7623945567,507.0
s7623945568,493.0
s7623966497,381.0
s7630041908,1242.0
s7630041909,1266.0
s7630041910,970.0
s7630041944,1353.0
s7630041945,1464.0
s7630041969,1073.0
s7630041970,1131.0
s7630047192,598.0
s7630047238,469.0
s7630047239,931.0
s7630047240,1163.0
s7630047291,1045.0
s7630047292,1221.0
s7630047339,1233.0
s7630047471,678.0
s7630073144,912.0
s7630073182,874.0
s7630073222,790.0
s7630073249,1052.0
s7630140630,836.0
s7630140643,1096.0
s7630140644,650.0
s7630140661,1210.0
s7630140676,965.0
s8320642117,2033.0
s8320642121,1993.0
s8320642124,2050.0
s8320642128,2039.0
s8397020398,971.0
s8397020456,638.0
s8888629061,759.0
s8888629067,861.0
s8910386476,1142.0
s8910562096,728.0
s8910562111,664.0
s8910565124,639.0
s8910565138,927.0
s8910838653,694.0
s8910838664,864.0
s8910849210,1474.0
s8910867493,626.0
s8910881676,1318.0
s8910887521,1052.0
s8910887534,1442.0
s8911547475,1433.0
s8912090266,581.0
s8912257106,914.0
s8912272725,685.0
s8912287294,1151.0
s8912362835,761.0
s8912541076,1625.0
s8912541085,615.0
s8912541096,702.0
s8912680152,1716.0
s8912680164,1492.0
s8912680165,2107.0
s8912680176,1084.0
s8912699143,1407.0
s8916159635,1419.0
s8916159645,1295.0
s8917805836,905.0
s8917805847,1124.0
s8918183271,511.0
s8918183280,1003.0
s8918183289,1390.0
s8918183299,1482.0
s8918212448,4165.0
s8921179486,1275.0
s8921179488,1747.0
s8921181218,1272.0
s8921181248,1279.0
s8923715928,1213.0
s8923715929,1236.0
s8923715940,451.0
s8924617539,613.0
s8924617551,1669.0
s8924617560,1129.0
s8924617572,1112.0
s8925149161,1402.0
s8925149162,909.0
s8925149193,1547.0
s8925149204,1717.0
s8925149205,1630.0
s8925204054,1331.0
s8927916200,358.0
s8927916215,330.0
s8930042194,3052.0
s8930301829,1312.0
s9049803066,177.0
s9065019565,1183.0
s9067089799,690.0
s9067097720,722.0
s9067097733,705.0
s9067097782,872.0
s9067097843,1546.0
s9069006872,762.0
s9069013368,654.0
s9069013420,1262.0
s9069013460,780.0
s9069013508,709.0
s9069029695,528.0
s9069039028,777.0
s9069039081,735.0
s9069039119,639.0
