node_id,name,kind,population,population_known
n835196345,Silapathar,town,0,0
n835235785,Daporijo,town,0,0
n835236272,Gali,village,0,0
n835236359,Kebang,village,0,0
n835236429,Oyan,village,0,0
n835236474,Ruksin,suburb,0,0
n835236532,Oyan,town,0,0
n835237088,Dorje Jeku,village,0,0
n835237136,Boikunthapur,village,700,1
n835239702,Sikari,village,0,0
n835240693,Rest-Camp,village,0,0
n835241083,Jonai,town,1000,1
n835242226,Kuli Tiniali,village,0,0
n835242397,Laimekuri,village,0,0
n835331777,Doimukh,town,0,0
n835331873,Bogoli,village,0,0
n835332183,Itanagar,city,5000,1
n835332216,Hoj,village,0,0
n835353480,Old Ziro,village,0,0
n8426671146,Toru,village,0,0
n8427511599,古辛,hamlet,0,0
n856798332,Raga,city,0,0
n8677138910,Pakke Kessang,village,0,0
n8677149298,Lemmi,city,0,0
n8890517300,Paya,hamlet,0,0
n8890657875,米利姆,village,0,0
n8891072814,Hanhchara,village,0,0
n8939984141,阿马土拉,village,0,0
n8958975124,Moirabari,town,0,0
n8972252273,Barapujia,town,0,0
n8986234964,Madarihat,town,0,0
n9032249068,Bagafa,town,0,0
n904878222,NK Darranga,village,0,0
n904878767,Rangia,town,0,0
n9195888914,Nongdam,village,0,0
n9195889006,Maphou Kuki East,village,0,0
n9225808254,Grage,village,0,0
n9235294584,Mekhliganj,town,9217,1
n9280365404,Tezu,town,0,0
n9317365493,Lengeri Gaon,village,0,0
n9320265610,Kangchup Songlung,village,274,1
n9393177813,Kurijhār,hamlet,0,0
n9396862470,Semma,village,0,0
n9396873796,Tabio,village,0,0
n9396878651,Leporiang,village,0,0
n9404074280,得吉,village,0,0
n9436791502,Sialtor Taranjanbari,village,0,0
n9436791512,Kutumposa,village,0,0
n9436795777,Bolhanja,village,2880,1
n9436886001,Barhat,village,0,0
n9514996937,Dhemaji,town,0,0
n9566681110,Honjāngoan,hamlet,0,0
n9566699526,Morābāri,hamlet,0,0
n9566699565,Kailāshpu,village,0,0
n958034647,Borhapjan,village,0,0
n958034891,Doom Dooma,town,0,0
n958036050,Bhismaknagar,hamlet,0,0
n958036159,Makum,town,0,0
n958143733,Mereli Pathar,village,0,0
n958143785,Lāhoāl Pātra,hamlet,0,0
n958144178,Panitola,village,0,0
n9602451390,Seijang,village,0,0
n9602558638,Keibi Hekakmapal,village,0,0
n9603015276,Mantripukhri,village,0,0
n9628772871,Chy,hamlet,0,0
n9644790306,Pūrba Sālnāri,hamlet,0,0
n9648453439,Neora Nadi Tea Garden,village,0,0
n9667487837,Piphema,village,0,0
n9673980884,Pangei,village,0,0
n9697194369,Khariyābhetāgoan,hamlet,0,0
n9699656425,Khowāng,village,0,0
n9712876629,Larāngerpār,hamlet,0,0
n9712880189,Sayedpur,hamlet,0,0
n9712901162,Harinagar,hamlet,0,0
n9713749504,Rajatilla,hamlet,0,0
n9720293884,Dakshin Mohanpur,hamlet,0,0
n9721852060,Nagdirgrām,hamlet,0,0
n9721974647,Nandagrām,hamlet,0,0
n9722064371,Rekhāthal,hamlet,0,0
n974476728,Rimbi,village,0,0
n974648649,Damthang,village,0,0
n974649366,Tarku,village,0,0
n974750727,Mangan,town,5000,1
n974758518,Dikchu,village,0,0
n974762520,Raley,village,0,0
n974862524,Rumtek,hamlet,0,0
n975632561,Jayanagar,suburb,0,0
n975632584,Duliajan,town,0,0
n975649155,Settlement Area,suburb,0,0
n977423743,Tipling,suburb,0,0
n983120116,Ranipool,suburb,0,0
n9834404366,Bagribari,village,0,0
n985076183,Namchi,town,5000,1
n9909087694,Tulihal,suburb,0,0
n9926237071,Phukangaon,village,0,0
n9933292694,Margherita,town,0,0
